0 20 1136 1 1 1 1 1 0 1 1 1 0 1 1 1 0 0 1 1 1 1 0
1 20 796 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 0 1 0
2 20 918 1 1 1 1 0 1 0 1 1 0 1 1 1 1 0 0 1 1 1 0
3 20 873 1 1 1 0 1 1 0 1 1 1 0 1 1 1 0 1 1 0 1 1
4 20 847 1 1 1 0 1 0 1 1 1 0 0 1 1 1 1 1 0 0 1 1
5 20 743 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 0
6 20 705 0 1 1 1 1 1 0 0 1 0 1 1 1 0 1 1 1 0 0 1
7 20 973 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1
8 20 858 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0
9 20 998 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 1
10 20 861 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 0
11 20 870 1 0 1 1 0 0 1 0 0 1 1 1 1 1 0 1 0 1 1 1
12 20 834 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 0
13 20 1020 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 0 1 0
14 20 867 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 0 0 0
15 20 835 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 0 1
16 20 902 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1
17 20 821 1 0 1 1 1 1 0 1 1 0 1 1 1 0 1 1 0 1 0 1
18 20 878 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 0 1 1
19 20 986 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 0 1 0 0
