0 20 737 1 0 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 1 0
1 20 728 1 1 1 0 1 1 1 1 0 1 0 1 1 1 0 0 0 1 0 1
2 20 974 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 0 1 1 1 0
3 20 877 1 1 0 0 1 0 1 1 1 1 1 1 0 0 1 0 1 0 1 1
4 20 841 1 0 0 1 1 1 1 0 1 1 0 1 0 1 1 1 0 1 1 1
5 20 710 0 1 1 1 0 0 1 0 1 1 1 1 1 1 1 0 1 1 0 1
6 20 773 1 1 1 1 0 1 1 0 0 0 0 0 1 1 1 1 0 1 0 1
7 20 749 1 0 1 0 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 0
8 20 643 1 1 0 0 1 1 1 1 0 1 0 0 1 1 1 0 1 0 0 1
9 20 909 1 1 1 0 1 1 0 1 0 0 0 0 1 1 0 1 0 1 1 1
10 20 794 1 0 1 1 0 0 1 0 1 1 1 0 0 0 1 0 1 1 1 1
11 20 880 1 1 1 0 1 0 0 1 0 0 1 0 1 1 1 1 1 1 1 0
12 20 871 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1 0 1 0 1 1
13 20 805 1 1 0 1 1 0 0 1 1 0 0 0 0 0 1 1 1 0 1 1
14 20 738 1 0 1 1 1 0 0 1 1 1 0 1 0 0 1 0 1 1 1 1
15 20 908 1 1 0 1 1 1 0 1 0 1 1 0 1 0 1 1 1 1 0 1
16 20 844 1 1 0 1 1 0 1 1 1 0 0 1 0 0 1 1 1 1 1 1
17 20 1079 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 0 1 1
18 20 983 1 0 1 1 0 1 0 1 0 1 1 1 1 1 0 0 1 1 1 1
19 20 845 1 1 1 1 0 1 1 1 0 0 0 1 1 0 1 1 0 1 1 1
