0 20 180 0 1 1 0 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
1 20 148 1 0 1 1 1 1 0 1 1 0 1 1 1 0 0 1 0 0 1 1
2 20 186 1 1 0 0 1 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1
3 20 171 0 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 0 0
4 20 170 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 1 1 1
5 20 167 1 1 1 0 0 1 0 0 1 0 0 1 0 1 0 1 1 1 1 1
6 20 121 1 0 0 1 1 0 1 0 1 1 0 1 1 0 1 1 0 0 1 1
7 20 180 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 0 0 0 0 1
8 20 180 1 0 1 1 0 1 1 1 0 0 1 1 1 0 0 1 0 1 1 0
9 20 188 1 1 1 1 0 0 0 0 1 0 1 0 1 1 1 1 1 0 1 0
10 20 189 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 0 0 0 1 1
11 20 179 0 1 1 1 0 1 1 1 1 1 0 1 0 0 0 0 1 1 1 0
12 20 161 0 1 1 0 0 0 1 1 1 1 1 1 0 1 0 0 0 1 0 1
13 20 168 1 1 1 1 1 1 0 0 1 0 1 1 1 0 0 1 1 0 1 0
14 20 155 0 1 1 1 1 0 1 0 1 1 1 1 1 0 0 0 1 0 1 1
15 20 169 1 0 1 1 0 1 1 0 0 0 1 0 1 1 0 1 1 1 1 1
16 20 163 0 0 1 0 1 0 1 0 1 1 1 1 1 0 1 0 1 1 0 1
17 20 193 1 1 1 0 1 1 0 1 1 1 1 0 1 0 1 0 1 1 1 1
18 20 178 1 1 1 1 1 1 1 0 1 0 1 0 0 0 1 0 0 1 1 1
19 20 168 0 0 0 1 0 0 1 1 1 1 1 1 1 1 0 1 0 1 0 1
