0 20 586 0 1 1 0 1 0 0 0 0 0 1 0 1 1 1 1 1 1 0 0
1 20 807 0 1 1 0 0 0 1 1 1 1 0 0 1 0 0 1 1 1 0 0
2 20 772 0 0 1 0 0 1 1 0 1 1 0 0 1 1 0 1 0 1 1 0
3 20 774 1 0 0 1 0 1 0 0 0 1 1 1 1 1 1 0 0 0 1 0
4 20 806 1 0 0 1 0 0 1 0 1 1 1 0 0 0 0 1 0 1 1 1
5 20 624 1 1 1 0 1 0 0 1 0 1 0 1 1 0 1 0 0 0 0 1
6 20 728 1 0 0 0 0 0 1 1 0 0 0 1 1 1 0 1 1 1 0 1
7 20 714 0 0 0 0 0 1 1 1 0 0 1 0 0 1 1 1 1 0 1 1
8 20 643 1 1 1 0 1 0 0 1 0 0 0 0 0 1 1 0 1 1 1 0
9 20 817 1 0 1 0 1 1 0 0 0 0 1 0 0 0 1 1 1 1 0 1
10 20 796 0 0 1 0 1 1 1 1 1 1 0 0 1 0 0 1 0 0 0 1
11 20 694 1 0 0 1 1 1 1 0 1 1 0 0 0 0 0 0 1 0 1 1
12 20 803 0 0 0 0 0 0 1 0 1 0 0 1 1 1 1 1 1 0 1 1
13 20 690 0 0 1 0 0 0 1 0 0 1 1 1 0 0 1 1 1 1 0 1
14 20 671 0 1 0 0 1 0 1 1 1 0 0 1 0 0 1 0 1 1 0 1
15 20 783 0 0 1 1 0 1 1 0 0 1 0 0 0 0 1 0 1 1 1 1
16 20 755 1 0 0 1 1 0 1 0 1 1 0 1 1 0 0 1 0 0 0 1
17 20 733 1 1 0 1 0 1 1 0 0 0 0 0 1 0 1 0 1 1 0 1
18 20 727 0 0 1 0 1 0 0 1 0 0 0 0 1 1 1 1 0 1 1 1
19 20 785 0 1 1 0 0 1 0 0 1 1 0 0 0 1 0 1 1 1 1 0
