0 20 732 100 21 5 54 83 31 80 90 29 88 97 59 99 18 86 19 52 2 84 79 95 64 94 51 62 91 57 80 81 54 27 73 96 31 91 48 61 81 85 79
1 20 633 99 68 76 24 37 4 11 77 80 36 59 85 93 44 84 75 94 56 14 28 96 77 73 29 9 31 85 73 82 78 92 3 50 30 43 90 25 21 65 13
2 20 785 97 86 99 31 95 78 96 77 92 28 80 65 75 7 51 36 88 71 91 75 85 43 63 47 98 99 42 13 86 70 71 71 39 32 72 24 78 31 73 51
3 20 619 51 40 41 90 65 57 90 98 44 98 98 61 27 73 94 5 66 53 39 54 88 95 71 5 63 65 93 92 81 26 76 63 7 93 59 13 74 71 12 56
4 20 714 83 88 20 5 91 66 73 15 64 51 29 65 69 8 92 13 90 66 99 46 86 60 82 67 88 77 67 89 95 44 35 81 47 68 49 75 97 3 72 7
5 20 669 98 61 87 40 30 13 82 13 67 49 96 58 94 68 83 76 77 24 95 30 85 88 90 22 54 2 18 62 99 5 41 13 33 94 11 42 75 97 23 9
6 20 551 82 24 95 67 23 95 92 62 43 50 44 55 70 98 86 55 80 92 94 50 55 22 22 47 99 77 1 41 8 52 78 5 67 47 9 90 40 23 15 25
7 20 636 95 80 40 98 88 96 47 31 99 55 49 63 77 43 97 50 84 27 16 78 94 9 29 65 58 53 98 88 38 92 63 17 96 81 30 75 25 51 50 83
8 20 638 99 71 33 16 30 69 46 53 32 64 60 41 96 45 89 64 71 17 76 57 49 66 31 88 22 73 28 72 92 43 81 58 88 76 97 73 63 13 93 51
9 20 626 87 54 14 54 16 29 99 31 95 38 83 12 70 77 53 79 96 25 97 9 45 52 48 85 81 27 23 61 21 47 88 49 34 9 68 61 43 70 92 43
10 20 656 40 35 77 88 99 46 45 18 86 5 93 8 79 26 87 50 95 26 96 24 38 36 84 60 32 44 94 30 83 17 25 85 50 25 37 26 65 83 8 64
11 20 628 89 80 34 71 64 2 97 44 99 100 55 35 23 57 44 88 67 63 25 5 68 93 96 45 69 89 50 93 79 79 85 26 30 97 66 55 46 30 70 40
12 20 645 50 57 35 4 87 35 79 86 93 5 56 22 99 24 88 22 49 18 82 34 98 8 29 36 95 6 46 13 96 46 11 35 55 87 30 2 85 94 27 76
13 20 626 51 64 96 22 95 10 72 71 11 11 99 38 54 66 98 50 21 22 43 7 80 16 91 97 8 58 90 43 78 71 26 36 12 46 69 52 70 2 89 35
14 20 630 91 86 80 12 57 34 74 54 42 100 93 62 84 51 99 44 64 87 68 9 89 48 78 88 20 67 14 93 88 72 82 7 25 16 18 1 94 62 1 81
15 20 669 90 32 5 3 98 16 99 72 85 86 94 12 82 61 64 79 47 64 52 18 40 56 35 83 49 80 25 53 57 68 80 91 96 75 95 6 86 97 60 10
16 20 715 99 82 90 75 94 11 86 19 91 96 74 68 58 97 95 88 84 10 66 72 97 37 23 82 61 95 2 68 60 4 79 6 36 45 72 26 89 76 75 77
17 20 645 10 84 88 27 57 58 98 76 50 68 30 97 35 100 74 22 65 52 27 3 93 34 78 91 95 6 99 15 20 99 53 5 94 53 96 53 79 34 49 42
18 20 614 78 92 70 26 10 7 88 81 62 89 44 19 99 73 38 55 74 63 98 84 3 6 80 61 71 13 51 35 8 17 35 16 96 61 93 31 97 60 33 33
19 20 723 99 76 98 7 94 9 92 80 90 64 76 99 91 8 95 17 54 92 66 93 55 80 18 84 65 45 19 35 72 24 81 19 41 57 52 37 93 94 96 52
