0 20 468 48 22 27 32 72 45 99 37 97 17 74 18 7 18 50 15 34 25 41 40 98 34 100 23 21 50 2 5 11 4 4 33 32 38 26 36 42 25 52 17
1 20 557 42 11 84 44 27 19 18 17 8 17 7 40 73 7 89 24 63 50 79 16 32 10 53 37 35 38 80 9 47 3 52 30 98 30 99 15 96 8 33 47
2 20 432 65 24 19 23 63 44 85 12 22 50 45 33 55 31 18 42 10 28 8 30 88 40 29 17 43 12 97 28 59 11 1 29 35 13 25 19 76 48 21 20
3 20 528 81 25 2 50 66 12 27 1 71 9 38 10 87 5 99 32 18 46 9 28 8 9 57 43 24 33 61 49 30 31 62 5 72 11 73 35 75 6 96 14
4 20 466 17 34 70 16 15 38 11 23 67 18 84 25 12 9 7 25 57 39 5 29 50 12 51 11 36 37 62 42 97 25 59 30 47 26 45 36 88 19 52 7
5 20 581 2 27 69 10 85 43 73 49 47 23 12 49 83 47 86 34 60 29 80 35 89 9 14 3 68 1 72 21 58 25 97 28 37 34 70 7 6 18 55 28
6 20 515 30 4 62 28 41 45 88 19 24 24 60 35 6 25 89 25 26 12 95 35 37 44 12 25 77 33 81 32 50 35 31 40 75 11 72 50 1 47 73 12
7 20 549 31 30 36 20 54 13 47 19 95 10 43 21 42 25 5 44 62 18 74 1 44 36 33 15 85 35 9 46 38 33 63 43 96 46 94 14 89 4 59 12
8 20 572 45 33 68 38 46 37 14 47 80 1 81 45 86 17 8 44 64 1 84 46 66 28 41 11 72 35 26 11 90 34 24 36 69 41 27 39 62 8 91 44
9 20 552 52 26 10 9 22 23 62 7 71 27 34 13 37 6 97 12 18 38 98 41 24 18 83 49 61 39 29 40 70 7 80 28 41 34 94 17 67 9 55 24
10 20 420 5 19 41 45 18 33 35 15 66 17 75 4 13 43 84 5 14 40 6 45 69 31 38 4 27 6 73 35 11 46 91 31 89 35 48 21 2 32 36 19
11 20 569 50 12 74 15 54 8 21 19 49 26 64 18 6 1 71 32 56 45 66 18 91 9 48 29 93 45 99 45 28 36 65 30 39 46 53 46 16 22 96 41
12 20 653 87 13 98 39 36 30 94 30 47 14 72 5 11 2 58 3 37 38 18 37 48 13 90 45 80 13 91 20 51 3 89 40 99 34 97 47 43 4 60 47
13 20 461 3 19 49 48 57 38 27 27 39 18 51 19 80 41 90 32 96 9 70 35 9 5 8 8 4 3 13 13 99 15 83 49 14 41 36 22 17 14 78 8
14 20 575 81 29 78 12 21 17 93 16 14 3 86 19 60 45 72 12 7 36 12 23 20 10 38 10 98 10 79 11 89 36 92 19 63 5 90 31 48 7 10 11
15 20 463 61 48 81 21 42 2 34 49 89 46 21 8 7 9 70 4 48 17 58 35 10 29 99 14 68 29 11 26 41 24 37 38 4 7 29 8 77 46 39 50
16 20 444 56 46 60 25 1 31 72 17 38 6 76 18 6 40 35 34 2 11 77 49 63 33 7 42 40 48 20 37 39 19 42 34 80 18 36 10 89 3 50 46
17 20 394 30 17 1 21 4 37 75 16 12 1 64 25 83 20 18 24 17 37 13 5 6 4 90 37 72 28 97 12 32 46 60 11 14 12 34 17 8 32 58 47
18 20 472 38 43 66 7 18 35 43 30 41 50 36 31 37 9 60 35 22 41 82 31 51 45 45 34 64 44 97 7 1 44 96 45 59 2 14 43 44 34 31 16
19 20 556 84 41 75 18 62 15 49 45 67 46 39 3 59 34 45 5 93 47 48 38 41 9 42 5 51 38 50 36 85 32 3 19 72 29 36 33 79 14 32 19
