0 20 150 7 50 6 89 1 32 2 58 3 63 11 77 12 46 36 52 5 72 4 15 19 42 14 45 13 71 18 62 8 35 33 60 20 94 62 66 10 18 16 29
1 20 254 1 55 5 12 21 47 45 18 8 49 2 84 35 4 55 34 3 67 15 18 11 11 44 8 4 42 49 80 9 79 6 90 10 84 48 84 94 88 43 7
2 20 185 2 93 3 93 1 38 4 45 16 69 9 56 15 27 18 67 7 14 34 85 62 57 20 60 5 4 10 95 14 6 17 96 39 7 12 15 40 50 43 51
3 20 190 17 18 16 45 1 2 3 20 26 19 2 93 20 20 5 42 4 46 76 95 13 70 9 86 73 88 15 19 6 92 25 84 22 44 11 14 10 2 27 77
4 20 230 1 18 5 82 16 3 3 13 28 16 4 20 2 29 8 98 6 48 42 28 54 39 11 27 31 10 13 17 22 77 58 57 9 90 10 83 38 68 99 33
5 20 208 1 100 4 48 2 99 9 5 30 41 3 26 6 93 85 75 17 6 22 46 11 40 8 17 5 74 15 75 94 4 13 50 14 82 19 74 24 43 34 27
6 20 229 1 78 2 63 7 51 6 1 56 55 4 96 5 35 8 38 17 5 36 72 3 79 19 53 48 59 69 89 31 65 21 84 9 2 38 50 68 12 10 87
7 20 214 1 58 9 81 3 98 59 89 67 31 2 88 35 44 4 76 11 26 7 70 13 2 60 28 5 7 8 23 16 38 6 22 24 8 44 1 45 89 10 83
8 20 186 12 80 1 97 2 70 4 76 19 81 33 10 6 69 3 92 11 83 5 50 77 60 31 89 59 25 9 65 20 66 8 90 22 79 23 11 13 14 14 76
9 20 179 3 95 19 49 1 50 16 82 2 85 4 98 8 33 11 62 6 70 48 6 7 92 5 63 23 64 41 57 10 49 20 15 36 45 68 92 9 15 22 72
10 20 247 3 40 1 25 12 34 10 48 2 40 74 43 5 4 47 80 28 96 31 50 6 4 36 17 81 28 16 13 72 64 7 5 4 99 14 90 37 93 8 77
11 20 197 6 6 1 6 3 56 2 72 7 35 66 60 45 96 59 71 5 28 34 16 4 97 13 80 15 78 27 83 8 94 9 19 17 59 16 52 12 78 46 57
12 20 153 16 75 13 32 12 62 2 42 1 6 8 36 17 1 3 69 7 35 9 38 5 87 4 22 38 3 56 55 27 31 6 94 10 80 48 55 11 50 14 14
13 20 199 2 30 3 64 1 70 98 90 37 46 10 52 9 100 6 75 5 42 4 19 27 83 18 73 30 100 14 61 11 52 16 57 7 94 26 75 57 45 17 5
14 20 168 1 91 7 14 2 58 53 81 3 51 4 47 6 54 17 10 8 72 18 84 10 27 30 50 12 2 5 92 56 12 26 64 9 78 36 88 14 39 20 31
15 20 261 2 3 1 55 12 44 5 97 28 59 3 78 6 91 34 92 96 57 37 7 30 49 14 70 4 52 59 99 32 53 40 13 7 22 9 70 46 29 58 9
16 20 219 1 72 2 46 6 93 8 46 4 44 3 4 21 6 28 89 7 94 5 80 26 5 68 35 10 92 11 29 22 60 9 48 63 51 81 43 35 16 29 88
17 20 240 1 56 49 93 2 64 52 37 22 84 4 24 3 68 6 99 16 39 10 88 8 51 41 43 11 14 27 52 32 9 5 59 13 37 26 78 58 71 94 34
18 20 140 1 86 4 47 2 87 13 34 3 24 7 41 18 82 5 29 17 30 6 97 14 67 11 75 26 28 8 26 19 75 10 13 64 90 12 75 16 25 24 98
19 20 212 3 87 4 1 7 27 1 51 2 2 5 43 33 77 55 9 68 37 74 25 9 99 15 49 6 46 13 50 22 29 20 69 8 30 16 3 53 88 10 63
