0 10 274 48 22 27 32 72 95 99 87 97 67 74 68 7 18 50 65 34 75 41 40
1 10 257 98 34 100 23 21 100 48 2 5 11 54 4 33 32 88 4 26 86 42 75
2 10 231 52 67 42 11 84 44 27 69 18 67 8 67 7 90 73 7 89 74 63 100
3 10 274 79 66 32 10 53 87 35 38 80 9 42 47 3 52 30 98 99 15 96 58
4 10 207 33 47 65 74 19 23 63 44 85 62 22 50 45 83 55 31 18 92 10 78
5 10 266 85 8 80 88 90 29 17 88 43 12 97 28 59 61 1 29 35 63 25 19
6 10 284 76 98 21 20 81 75 2 50 66 12 27 51 71 59 38 60 87 55 99 82
7 10 172 18 96 9 28 8 9 57 43 24 33 61 99 30 81 71 62 55 72 11 73
8 10 241 35 38 75 6 96 64 17 34 70 16 15 88 11 23 67 18 84 75 12 59
9 10 235 7 25 57 89 5 79 50 12 51 61 36 37 62 42 97 25 59 30 47 26
10 10 278 45 86 88 19 52 57 2 27 69 60 85 93 73 49 47 23 12 49 83 47
11 10 313 86 84 60 79 80 85 89 9 83 14 53 68 1 72 71 58 25 97 78 37
12 10 180 34 70 57 6 18 55 28 30 4 62 41 45 88 19 24 24 60 85 6 25
13 10 309 89 25 26 12 95 35 37 44 12 25 77 33 81 82 50 35 62 31 90 75
14 10 231 11 30 72 50 1 47 73 12 31 30 36 20 54 13 47 19 95 10 43 71
15 10 227 42 75 5 44 62 18 74 51 44 36 33 15 85 85 9 96 38 83 63 43
16 10 263 96 46 95 94 64 89 4 59 12 45 33 68 88 46 37 14 97 80 1 81
17 10 286 95 86 17 8 94 64 51 84 46 66 78 41 11 72 35 26 61 90 84 24
18 10 323 86 69 91 26 14 27 39 62 58 91 94 52 76 10 59 22 73 62 57 71
19 10 231 27 34 63 37 6 97 62 18 38 98 41 24 18 83 49 83 61 39 97 18
