0 30 806 48 22 27 32 72 95 99 87 97 67 74 68 7 18 50 65 34 75 41 40 98 34 100 23 21 100 2 5 11 54 4 33 32 88 26 86 42 75 52 67 84 44 69 18 67 8 90 73 89 74 63 100 79 66 10 53 87 35 38 80
1 30 723 9 42 47 3 52 30 98 30 99 15 96 58 33 47 65 74 19 23 63 44 85 62 22 50 45 83 55 31 18 92 10 78 8 80 88 90 29 17 43 12 97 28 59 61 1 29 35 63 25 19 76 98 21 20 81 75 2 50 66 12
2 30 747 27 51 71 59 38 60 87 55 99 82 18 96 9 28 8 9 57 43 24 33 61 99 30 81 62 55 72 11 73 35 75 6 96 64 17 34 70 16 15 88 11 23 67 18 84 75 12 59 7 25 89 5 79 50 51 61 36 37 50 62
3 30 745 42 97 25 59 30 47 26 45 86 88 19 52 57 2 27 69 60 85 93 69 73 49 47 23 12 49 83 47 84 60 79 80 85 89 9 83 14 53 68 1 72 71 58 25 97 78 37 34 70 57 6 18 55 28 4 62 28 41 45 88
4 30 678 19 24 24 60 85 6 25 89 26 12 95 35 37 44 12 25 77 33 81 82 50 35 62 31 90 75 11 30 72 50 1 47 73 12 31 30 36 20 54 13 47 19 10 43 71 42 75 5 44 62 18 74 51 44 33 15 9 96 38 83
5 30 750 63 43 96 46 95 94 64 89 4 59 12 45 33 68 88 46 37 14 97 80 1 81 86 17 8 94 51 84 46 66 78 41 11 72 35 26 61 90 84 24 69 91 26 14 27 39 62 58 91 94 52 76 10 59 22 73 57 71 34 63
6 30 774 37 6 97 62 18 38 98 41 24 18 83 49 61 39 29 90 70 57 52 80 78 24 41 34 94 67 67 9 55 24 5 69 95 18 33 18 35 15 66 17 75 4 13 93 84 55 14 40 6 45 69 81 38 54 27 56 73 35 11 96
7 30 801 91 31 89 85 48 21 2 82 36 19 50 62 74 15 54 58 21 19 49 26 64 18 6 1 71 32 56 95 66 18 9 48 79 93 95 99 28 86 65 30 39 96 53 96 16 72 96 41 87 13 98 39 30 94 47 64 72 55 11 2
8 30 770 58 53 94 37 38 58 18 37 48 13 90 95 80 13 91 20 51 3 89 90 99 34 72 97 97 43 4 60 3 69 49 48 57 38 27 27 39 68 19 80 41 90 82 96 59 70 85 9 55 8 13 63 15 83 14 91 36 22 17 14
9 30 830 78 8 81 29 12 21 67 93 16 78 14 53 86 69 60 95 72 62 7 86 73 20 10 38 98 60 79 11 89 86 92 69 63 55 90 81 48 57 61 61 21 42 52 34 49 89 46 21 8 7 59 70 4 70 58 85 99 64 68 79
10 30 802 11 76 41 24 37 88 4 57 29 8 42 77 96 39 50 56 46 60 25 1 81 72 67 38 56 76 68 6 40 35 84 2 76 77 99 63 33 7 92 40 48 20 87 39 69 42 80 18 36 60 89 3 30 17 1 21 75 66 12 51
11 30 767 64 75 83 70 18 74 17 37 13 55 6 54 90 37 72 78 97 12 32 46 60 61 14 12 34 17 8 82 58 97 38 93 66 7 35 43 30 41 36 31 37 59 85 22 91 82 81 51 95 45 84 64 44 43 7 1 94 96 45 59
12 30 773 2 14 93 97 44 34 96 31 16 84 41 75 68 62 65 49 95 67 39 3 59 34 45 55 97 48 88 41 42 55 51 38 50 36 85 32 3 69 72 29 36 33 79 64 32 69 66 90 62 44 34 51 27 57 4 64 6 92 49 89
13 30 756 46 69 60 75 4 45 71 40 23 86 92 51 94 65 56 40 99 25 73 52 52 30 55 15 87 98 15 28 44 35 70 39 31 40 30 54 26 1 97 28 12 90 19 81 66 69 5 39 20 56 27 23 58 24 89 85 67 24 24 36
14 30 813 14 6 28 43 59 5 95 55 84 59 96 28 77 28 93 46 33 83 17 40 54 43 64 19 55 100 37 78 23 73 43 29 52 85 39 8 80 46 91 38 18 66 21 63 63 5 45 80 44 51 74 10 92 64 13 29 88 53 35 16
15 30 662 56 19 6 63 50 51 5 39 44 23 16 37 19 20 33 98 15 83 24 76 96 67 39 9 47 31 48 99 65 63 36 20 68 85 23 73 76 66 32 33 83 50 4 15 18 98 94 45 89 84 67 52 86 31 66 92 11 55 8 83
16 30 854 30 25 81 13 57 15 62 60 82 13 29 79 35 74 75 76 58 80 63 24 31 100 6 97 91 24 54 78 89 36 59 65 69 71 21 83 84 32 64 97 60 94 83 34 10 43 72 66 23 78 14 46 67 75 99 55 85 15 55 35
17 30 779 57 91 18 73 87 78 21 63 38 31 5 37 54 22 19 77 96 96 91 42 7 9 68 57 15 53 72 89 59 58 98 49 76 70 8 67 77 90 23 13 43 96 31 20 79 62 84 85 22 52 93 37 56 64 25 14 74 22 63 49
18 30 707 43 1 53 82 8 71 58 49 45 70 92 40 63 82 31 76 66 67 97 69 11 33 24 75 10 89 48 83 51 48 26 4 52 7 22 16 12 18 85 55 57 89 17 90 71 44 55 89 40 23 25 98 86 87 20 89 72 45 75 3
19 30 786 55 96 18 18 65 55 72 21 95 40 10 66 83 17 6 74 91 5 50 41 30 87 27 54 7 67 77 3 11 51 17 98 75 34 62 81 57 34 76 96 96 93 12 98 54 3 94 84 43 72 90 1 39 66 4 49 69 61 87 50
