0 20 754 1 0 1 1 0 1 1 1 1 1 0 1 1 0 0 0 0 0 1 1
1 20 921 0 1 0 1 1 1 0 1 1 1 1 0 1 0 0 1 1 1 1 1
2 20 842 1 0 1 1 0 1 1 0 0 1 1 1 1 0 1 1 0 0 1 1
3 20 748 0 1 0 1 1 1 1 1 1 0 0 0 1 0 1 0 1 1 0 1
4 20 705 1 1 0 1 1 0 1 1 1 0 1 0 1 1 1 1 1 0 0 0
5 20 817 1 0 0 1 1 1 1 1 0 0 1 1 1 0 0 0 1 0 1 1
6 20 541 1 1 1 0 1 0 0 1 1 1 0 0 1 1 1 0 1 0 1 0
7 20 812 1 0 1 0 0 1 1 1 1 1 1 0 0 1 0 0 1 1 1 1
8 20 883 1 1 1 1 0 0 0 1 0 1 0 1 1 1 0 0 1 0 1 1
9 20 866 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 0 0 0 1 0
10 20 925 1 1 0 1 1 0 1 1 1 1 1 0 1 0 0 1 1 0 1 1
11 20 686 1 1 1 1 0 1 0 1 0 1 0 1 1 1 0 0 0 1 1 0
12 20 900 1 1 1 1 0 1 1 1 0 0 1 1 0 1 0 0 1 0 1 1
13 20 875 0 1 0 0 0 1 1 0 1 0 1 1 1 0 1 1 0 1 1 0
14 20 846 0 0 0 0 1 1 0 1 1 1 1 1 0 0 1 1 0 1 1 1
15 20 753 1 0 0 1 0 1 1 0 1 1 1 0 0 1 0 0 1 1 1 1
16 20 757 1 1 1 1 1 1 1 1 0 0 0 1 0 0 0 1 1 0 1 0
17 20 884 1 1 0 1 0 1 1 1 0 1 0 1 0 1 0 0 1 1 0 1
18 20 744 0 1 1 1 1 0 1 1 0 0 0 1 1 1 0 0 0 1 0 1
19 20 955 0 1 0 1 1 1 1 0 1 0 1 1 0 0 1 1 1 1 1 0
