0 20 2882 348 22 27 32 472 95 499 87 397 67 474 68 107 18 150 65 334 75 441 40 98 34 500 23 321 100 148 2 405 11 354 4 33 32 288 4 326 86 42 75
1 20 2531 252 67 242 11 184 44 427 69 418 67 308 67 307 90 173 7 289 74 363 100 79 66 232 10 253 87 135 38 480 9 142 47 303 52 30 98 130 99 315 96
2 20 2374 58 33 347 65 174 19 323 63 244 85 162 22 150 45 483 55 331 18 292 10 178 85 8 80 488 90 229 17 288 43 112 97 428 59 61 1 329 35 63 25
3 20 2252 419 76 98 21 320 81 175 2 50 66 312 27 251 71 59 38 60 87 355 99 182 18 396 9 128 8 209 57 43 24 233 61 199 30 381 71 262 55 372 11
4 20 2043 373 35 38 75 206 96 64 17 234 70 316 15 88 11 23 67 18 84 375 12 59 7 225 57 289 5 479 50 12 51 361 36 237 50 62 42 197 25 430 47
5 20 2515 226 45 186 88 219 52 157 2 127 69 360 85 293 69 373 49 447 23 112 49 283 47 386 84 260 79 80 85 89 9 483 14 353 68 101 72 271 58 225 97
6 20 1865 178 37 334 70 257 6 218 55 128 30 204 62 28 41 145 88 119 24 24 60 85 6 225 89 25 26 212 95 435 37 44 12 377 33 481 82 150 35 62 31
7 20 1850 90 75 211 30 172 50 1 47 373 12 331 30 136 20 254 13 400 47 119 95 210 43 171 42 175 5 144 62 18 74 151 44 36 33 215 85 385 62 109 96
8 20 2656 144 38 283 63 443 96 446 95 194 64 489 4 259 12 45 33 468 88 346 37 14 97 380 1 381 95 286 17 408 94 264 51 84 46 166 78 141 11 72 35
9 20 2091 26 61 90 84 424 86 69 91 414 27 39 62 458 91 494 52 76 10 459 22 373 62 257 71 27 34 263 37 206 97 162 18 38 98 41 24 218 83 49 83
10 20 2385 361 39 97 18 229 90 370 57 52 80 478 24 41 34 194 67 367 9 55 24 405 69 295 18 433 18 435 15 366 17 75 4 13 93 384 55 114 40 6 45
11 20 2297 369 81 38 54 327 56 173 35 11 96 391 31 489 85 148 21 2 82 136 19 350 62 374 15 454 58 21 19 149 26 64 18 306 1 471 32 56 95 266 18
12 20 2531 91 9 348 79 193 95 499 95 428 86 265 30 48 39 196 53 396 16 272 96 241 87 413 98 139 36 30 94 230 47 464 72 155 11 102 100 158 53 394 37
13 20 2670 438 58 418 37 148 13 190 95 180 13 291 20 351 3 318 89 290 99 34 72 197 97 43 4 160 97 403 69 449 48 457 38 157 27 427 57 339 68 51 19
14 20 2700 280 41 290 82 396 59 470 85 9 55 408 58 204 3 113 63 299 15 383 99 14 91 336 22 417 14 178 8 81 29 478 12 421 67 193 16 78 14 353 86
15 20 2400 369 60 495 72 62 7 286 12 473 20 310 38 210 98 360 79 111 89 86 92 469 63 255 90 181 48 57 10 461 61 48 81 21 42 252 34 149 89 146 21
16 20 2791 408 7 459 70 304 70 448 67 58 85 310 79 299 64 268 79 11 76 441 24 437 88 4 57 29 8 242 77 496 39 150 56 46 60 225 1 481 72 467 38
17 20 2443 56 76 268 6 340 35 184 2 211 76 377 99 463 33 307 92 48 20 187 39 169 42 480 18 236 60 189 3 350 96 330 17 301 21 4 37 75 66 312 51
18 20 2752 64 75 183 70 118 74 417 37 413 55 306 54 90 37 372 78 97 12 232 46 360 61 414 12 434 17 200 8 482 64 458 97 138 93 266 7 218 35 243 30
19 20 2443 441 100 336 31 37 59 60 85 322 91 282 81 351 95 45 84 464 44 143 97 107 1 194 96 445 59 202 14 493 97 144 34 196 31 316 84 241 75 68 62
