0 20 135 1 35 2 58 7 93 3 91 4 80 5 7 8 24 6 83 14 15 21 59 9 21 30 76 13 24 11 13 17 62 29 52 12 41 43 48 10 60 25 85
1 20 146 1 37 2 55 3 9 6 91 5 4 11 5 4 97 24 91 8 79 7 81 9 29 10 77 13 25 30 84 34 43 20 59 14 99 15 84 17 38 59 11
2 20 156 1 62 4 17 2 88 3 97 6 36 12 29 5 62 11 23 8 41 20 70 7 92 10 20 90 79 16 80 37 63 9 11 23 63 13 66 21 75 15 94
3 20 142 1 27 4 22 2 30 3 61 8 99 12 51 6 12 5 47 25 54 9 12 34 45 10 59 7 69 60 67 14 56 11 70 17 92 13 19 18 81 26 30
4 20 134 2 48 1 56 3 58 4 36 6 63 5 54 7 8 8 89 12 17 25 4 9 37 18 93 11 55 16 10 10 94 15 92 13 33 14 71 24 91 66 92
5 20 150 2 96 1 69 3 99 4 45 5 85 6 98 10 48 12 15 7 82 9 57 37 79 8 37 11 51 14 60 27 41 23 4 39 36 19 26 16 71 47 37
6 20 163 1 44 2 74 3 53 5 93 8 74 11 100 4 100 6 30 26 46 7 59 81 65 9 27 10 38 23 88 12 5 14 77 39 20 28 56 17 96 21 71
7 20 151 1 48 2 69 3 6 11 32 4 65 6 10 5 31 24 25 9 88 27 58 23 98 10 20 32 29 7 26 8 12 18 27 61 75 17 46 12 87 22 58
8 20 138 1 53 2 45 10 85 3 19 9 82 4 4 8 6 12 6 47 43 11 24 5 13 6 16 15 25 13 21 7 75 22 55 14 46 20 52 49 50 18 28
9 20 167 1 95 3 87 5 92 16 8 4 59 2 88 8 38 10 5 23 9 47 62 88 45 6 27 14 58 11 92 9 53 22 34 17 56 12 70 29 2 7 14
10 20 127 1 43 8 18 2 90 3 52 36 48 5 42 4 52 7 98 6 70 15 5 9 34 10 6 11 40 27 28 17 65 16 17 13 77 28 65 19 31 18 78
11 20 120 3 77 1 44 2 56 4 26 12 26 13 43 9 42 18 11 7 99 5 39 8 1 6 44 10 75 15 28 11 30 16 36 14 48 47 48 19 64 21 89
12 20 120 1 83 2 56 3 36 4 56 21 80 8 6 7 65 6 47 5 93 12 67 17 74 27 29 14 46 9 3 10 53 20 83 34 7 16 46 11 83 13 87
13 20 119 1 21 2 68 3 76 4 53 7 38 5 18 11 1 6 3 9 42 12 96 25 88 10 44 24 33 21 57 20 47 13 36 19 95 14 9 17 47 15 5
14 20 201 1 19 2 41 7 92 3 66 4 19 11 16 5 52 18 72 6 74 9 11 14 94 8 69 43 16 51 7 10 2 36 75 72 53 45 46 35 59 23 37
15 20 148 1 88 2 68 6 31 3 82 4 45 5 5 9 9 37 96 11 15 13 77 10 58 30 15 7 14 26 53 8 39 40 66 12 54 24 21 20 49 28 48
16 20 129 1 25 2 83 3 69 6 47 5 9 8 44 7 50 4 100 15 59 12 67 9 54 11 31 13 41 14 57 21 79 10 93 22 47 53 81 27 7 16 68
17 20 136 2 62 1 18 3 8 5 60 4 2 6 94 7 97 21 73 12 53 18 37 27 87 10 58 8 79 9 3 20 50 13 59 22 38 33 54 11 78 41 18
18 20 115 3 78 1 81 2 70 4 77 5 50 17 53 7 8 10 56 12 41 6 41 9 33 18 13 16 21 13 59 8 92 26 99 11 35 14 18 20 23 28 55
19 20 117 1 10 2 92 5 27 3 52 4 74 13 66 8 57 9 98 6 40 7 23 12 64 11 9 17 68 20 53 19 69 10 27 24 41 31 19 15 88 18 82
